Name,title,Excerpt
exercices-dos,Muscle-up,"Le muscle-up est un exercice impressionnant de gymnastique qui consiste à passer de la position de traction à la position de dip en un seul mouvement fluide. Il sollicite intensément les muscles des bras, des épaules et du dos, et nécessite force, explosivité et coordination."
exercices-dos,Traction,"La traction (en anglais pull up) est un exercice classique qui permet de cibler les muscles du haut du dos, en particulier le muscle grand dorsal.Les mouvements de traction verticale,…"
exercices-dos,Tirage horizontal à la poulie,"Le tirage horizontal à la poulie (en anglais seated cable row) est un excellent exercice de musculation pour le dos, en particulier les muscles grands dorsaux, le milieu du dos…"
exercices-dos,Rowing barre,"Le rowing barre est un exercice composé qui fait travailler plusieurs groupes de muscles. Cet exercice fait travailler en particulier plusieurs muscles du dos, notamment le muscle grand dorsal (latissimus…"
exercices-dos,Shrug barre,L’exercice du shrug barre (en français haussements des épaules à la barre) est un très bon exercice pour développer les trapèzes. Il sollicite également les muscles abdominaux qui permettent au…
exercices-dos,Pull-over assis à la machine,"Le pull-over assis à la machine est un excellent exercice pour le dos, et plus particulièrement pour les muscles grands dorsaux qu’il permet d’isoler sur une très grande amplitude de…"
exercices-dos,Traction supination,"Une traction en supination (chin up) est un exercice composé qui permet de faire travailler plusieurs groupes de muscles du haut du corps, en particulier ceux du dos (grands dorsaux,…"
exercices-dos,Rowing haltère à un bras,"Les mouvements de rowing devraient être votre priorité si vous cherchez à développer votre dos, et les différents types de rowing ne manquent pas. La version qui vous est la…"
exercices-dos,Rowing « T-bar »,"Avec autant d’exercices de rowing possibles, vous vous demandez peut-être lequel est le meilleur. La réalité est qu’ils méritent tous une place dans votre entraînement. Cependant, si nous devions vraiment…"
exercices-dos,Tirage vertical prise serrée,Le tirage vertical prise serrée (V-bar lat pull down) est une variante du tirage vertical standard (lat pull down). Cet exercice est couramment pratiqué pour varier un entraînement du dos.L’avantage…
exercices-dos,Rowing en pronation assis à la machine Technogym,"Le rowing en pronation assis à la machine cible principalement les muscles du dos, mais aussi les biceps, les avant-bras et les épaules (la prise en pronation met davantage l’accent…"
exercices-dos,Extension lombaire à la machine,"Les extensions du dos sur machine sont un excellent moyen d’isoler les muscles érecteurs du rachis, qui nous permettent de maintenir une posture droite. Les muscles du dos nous aident…"
exercices-dos,Rowing à la barre en T avec machine,La machine T-Bar Row est un appareil de musculation qui permet de travailler les muscles du dos et les biceps en toute sécurité et avec un mouvement fluide grâce à…
exercices-dos,Rowing en prise neutre assis à la machine,Le rowing assis à la machine en prise neutre (en anglais lever neutral grip seated row) est un exercice qui vous permet de travailler le dos avec un maximum de…
exercices-dos,Tirage vertical en supination à la machine Hammer Strength,Ce tirage vertical iso latéral avec la machine Hammer Strength (en anglais Reverse-Grip Lat Pulldown) est un excellent mouvement pour les dorsaux. Les muscles dorsaux inférieurs (une zone fréquemment déficiente)…
exercices-dos,Soulevé de terre,Le soulevé de terre (en anglais deadlift) est un exercice extrêmement populaire et un véritable test de la force globale du corps. Il est populaire auprès de nombreux pratiquants de…
exercices-dos,Traction assistée à la machine,"La traction est un exercice important pour le haut du corps, essentiel pour développer et renforcer le dos et les bras, et pour acquérir une force fonctionnelle du haut du…"
exercices-dos,Tractions prise neutre,Les tractions en prise neutre sont une excellente variante pour se muscler le dos. Si votre barre de traction ne possède pas ce type de prise neutre avec les poignées…
exercices-dos,Rowing avec haltères,Le rowing haltère à un bras est un exercice tellement populaire que la version à deux bras est souvent oubliée ou négligée. Bien que la pratique de cet exercice soit…
exercices-dos,Seal row avec haltères,"Le seal row est une variante du rowing, qui permet de travailler les muscles du dos et des bras. Cette variante implique de s’allonger sur un banc, ce qui permet…"
exercices-dos,Renegade row,"La plupart des meilleurs exercices de musculation impliquent un travail des abdos en conjonction avec d’autres grands groupes musculaires.Le renegade row fait partie de ces exercices. En effet, cet excellent…"
exercices-dos,Tirage vertical poitrine,"Le tirage poitrine ou tirage devant (lat pull down) est un exercice pour le dos. Bien que l’exercice cible principalement les muscles dorsaux, vous ressentirez également une mobilisation importante des…"
exercices-dos,Rowing unilatéral à la landmine,"Le rowing unilatéral à la landmine, aussi appelé meadows row est un exercice qui cible les muscles du dos. Il sollicite également la force de préhension et cible indirectement les…"
exercices-dos,Superman,Le superman est un exercice qui permet d’isoler les muscles du bas du dos. Cet exercice sollicite secondairement les muscles fessiers et ischio-jambiers.Comment faire le superman ?Conseils d’entraînement Autres exercices…
exercices-dos,Rowing haltères sur banc incliné,Le rowing avec haltères sur un banc incliné est une variante intéressante pour se muscler le dos. Cet exercice met l’accent sur le muscle grand dorsal et l’arrière du deltoïde.Avec…
exercices-dos,Tractions australiennes,"Les tractions australiennes également connues sous le nom de rowing inversé au poids de corps, est un exercice qui permet de faire travailler les groupes de muscles du haut du…"
exercices-dos,Pullover avec haltère,Le pullover avec haltères permet de faire travailler les muscles de la poitrine et les grands dorsaux (les muscles du milieu et du bas du dos). Cela en fait un…
exercices-dos,Shrug à la machine à mollets,"Le haussement d’épaules sans barre, ou haussement d’épaules avec la machine à mollets (en anglais gripless shrug ou calf raise machine shrug), est un exercice d’isolation très efficace pour les…"
exercices-dos,Bird dog,"Le bird dog n’a pas l’air d’un exercice courant, mais ne vous y trompez pas, il s’agit en fait d’un mouvement efficace et souvent utilisé pour développer la stabilité, renforcer…"
exercices-dos,Pull-over à la poulie,"Le pull-over à la poulie (en anglais straight arm pulldowns) est une variante des tractions effectuées bras tendus. En effet, vous effectuez le mouvement debout en gardant les coudes fixes…"
exercices-dos,Overhead shrug,Le haussement des épaules (en anglais shrug) avec barre est un excellent exercice pour développer les trapèzes supérieurs.Bien qu’il s’agisse d’un mouvement très peu courant que vous verrez rarement effectué…
exercices-dos,Pull-over décliné à la barre,"Le pull-over décliné à la barre est un exercice d’isolation qui cible principalement les muscles grands dorsaux et les muscles pectoraux (dans une moindre mesure).En général, le pull-over est effectué…"
exercices-dos,Planche inversée,"La planche inversée est une excellente alternative à la planche classique. Elle cible principalement les fessiers, les abdominaux, tout en renforçant les muscles de la chaîne postérieure, les bras et…"
exercices-dos,Shrug à la poulie,Le haussement des épaules à la poulie (en anglais cable shrug) est une variante très intéressante pour travailler la partie supérieure des trapèzes.Cet exercice est l’un des meilleurs exercices pour…
exercices-dos,Extension lombaire au banc à 45°,Un buste fort ne dépend pas seulement des abdominaux. Les muscles du bas du dos sont également importants. Ces muscles stabilisent la colonne vertébrale et contribuent à une bonne posture.…
exercices-dos,Rowing buste penché avec élastique,Le rowing buste penché est un excellent exercice pour développer vos dorsaux tout en entraînant également les muscles du haut du dos. Cette version avec élastique vous permettra de le…
exercices-dos,Shrugs avec haltères,"Le shrug (en français haussement des épaules) est l’exercice principal pour développer le haut des trapèzes. Les haussements d’épaules peuvent être effectués avec une barre ainsi qu’avec diverses machines, mais…"
exercices-dos,Soulevé de terre avec machine,Le soulevé de terre est un mouvement de base qui figure dans les programmes de musculation classiques. C’est l’un des mouvements les plus efficaces pour développer la force des jambes…
exercices-dos,Tractions australiennes avec sangles de suspension,"Les tractions australiennes sont un excellent exercice pour se muscler le dos. L’arrière des épaules, les fessiers et la sangle abdominale sont également sollicités pour accompagner le mouvement.Comme la version…"
exercices-dos,Extensions lombaires sur Swiss ball,"Les extensions lombaires avec Swiss Ball renforcent la force et la stabilité du bas du dos, et dans une moindre mesure les fessiers et les ischio-jambiers. En faisant cet exercice…"
exercices-dos,Oiseau inversé avec sangles de suspension,L’oiseau inversé fait partie des exercices les plus élémentaires pour l’entraînement des épaules. Ce mouvement au poids du corps cible l’arrière des épaules et le haut du dos en utilisant…
exercices-dos,Traction assistée avec élastique,"Les tractions assistées avec élastique sont une excellente façon de se muscler les muscles grands dorsaux, le haut du dos, l’arrière des épaules et les trapèzes.Si vous ne pouvez pas…"
exercices-dos,Rowing avec sangles de suspension,"Le rowing avec sangles de suspension est une alternative au rowing conventionnel avec machine, barre ou poulie. Cette variante du rowing utilise le poids du corps comme charge principale. Elle…"
exercices-dos,Pullover avec deux haltères,Les pullovers avec haltères sont généralement effectués avec un seul haltère tenu dans les deux mains. Le pullover avec deux haltères (un dans chaque main) est une excellente variante malheureusement…
exercices-dos,Rowing inversé sous une table,"Si vous vous entraînez à la maison ou si vous n’avez pas accès à des haltères ou à des machines de musculation, il existe tout de même deux grands types…"
exercices-dos,Bent over row prise disque,"Le bent over row prise disque (en anglais barbell bent over row with plate grip) nécessite une barre de musculation et des disques. Si vous possédez ce matériel, cet exercice…"
exercices-dos,Rowing unilatéral avec élastique,"Il existe de nombreuses façons d’effectuer un mouvement de rowing à un bras avec un élastique. Certaines variantes consistent à fixer la bande à un point d’ancrage (porte, mur ou…"
exercices-dos,Rowing à la Smith machine,"Le rowing à la machine permet de travailler directement plusieurs muscles du haut du dos, notamment les rhomboïdes, les trapèzes inférieurs et moyens, le grand dorsal et les deltoïdes postérieur.…"
exercices-dos,Tirage horizontal prise large,"Le tirage horizontal prise large est un exercice de musculation qui permet de travailler les trapèzes, les deltoïdes postérieurs, les dorsaux, les abdominaux et les muscles érecteurs du rachis.La plupart…"
exercices-dos,Montée à la corde,Les montées à la corde sont l’une des pratiques les plus méconnues du CrossFit. Bien qu’il soit facile de s’en sortir avec des montées de corde imparfaites au début de…
exercices-dos,Pull-over avec barre,"Le pull-over à la barre est un exercice sous-estimé qui permet de travailler les dorsaux et qui a sa place dans tout programme d’entraînement pour le dos. Qui plus est,…"
exercices-dos,Tirage incliné à la poulie haute,Vous avez besoin de plus de variété dans votre programme d’entraînement du dos ? Le tirage incliné à la poulie haute (en anglais cable incline pushdown) est un exercice original…
exercices-dos,Traction lestée,"Les tractions lestées sont un exercice de musculation qui permet de faire passer votre entraînement du dos à la vitesse supérieure. Bien qu’elles ciblent le grand dorsal, les tractions recrutent…"
exercices-dos,Traction assistée avec banc,Les tractions sont un excellent exercice pour le haut du corps qui offre de nombreux avantages. Elles font partie de nombreux programmes d’entraînement au poids du corps.La traction auto-assistée est…
exercices-dos,Tirage horizontal avec élastique,"Votre dos est l’un des groupes musculaires les plus importants si vous voulez avoir une belle silhouette et des performances exceptionnelles dans vos séances de musculation. À cet égard, les…"
exercices-dos,Tirage vertical prise inversée,Le tirage vertical en prise inversée est une variante du tirage vertical. C’est un exercice qui permet de développer les muscles du dos. Bien que l’exercice cible principalement les muscles…
exercices-abdominaux,Russian twist avec développé épaules,"L’exercice avec développé épaules (en anglais Russian Twist with Overhead Press) est une combinaison dynamique entre le Russian Twist et le développé épaules, offrant une approche complète de renforcement musculaire.…"
exercices-abdominaux,Planche,"La planche (en anglais front plank) est un exercice de gainage très efficace pour renforcer les abdominaux et améliorer la posture. Cet exercice sollicite en profondeur les muscles abdominaux, dorsaux…"
exercices-abdominaux,Crunch,"Les crunchs sont un mouvement de base qui permet de cibler les muscles abdominaux, en particulier le muscle droit de l’abdomen (le muscle du six-pack) et les obliques. Étant donné…"
exercices-abdominaux,Sit-up décliné,"Le sit-up décliné, couramment appelé crunch décliné est une variante plus difficile du sit-up classique pour les abdominaux. Il s’agit donc d’un exercice à réserver à ceux qui ont une…"
exercices-abdominaux,Relevé de genoux suspendu,"Si vous avez déjà essayé de vous modeler des abdominaux solides, vous connaissez probablement les crunchs. Mais cet exercice à lui seul ne contribue que très peu à la formation…"
exercices-abdominaux,Relevé de jambes à la chaise romaine,"Le relevé de jambes à la chaise romaine (en anglais Captain’s chair), effectué à l’aide d’un appareil de musculation appelé chaise romaine, est un exercice qui permet de renforcer les…"
exercices-abdominaux,Roulette à abdominaux,"La roue abdominale (en anglais « Ab Wheel » ou « Ab « ) est un accessoire « innocent » au premier abord, mais qui a une efficacité redoutable sur vos muscles abdominaux. Le renforcement de…"
exercices-abdominaux,Relevé de jambes suspendu,"Le relevé de jambes suspendu est un exercice idéal pour travailler le bas des abdominaux. Tout ce dont vous avez besoin pour cet exercice, c’est d’un endroit auquel vous pouvez…"
exercices-abdominaux,Crunch à la poulie,"S’il n’y a en soi rien de mal à faire un crunch avec des charges, tenir un disque sur votre poitrine ou derrière votre tête peut être inconfortable et encombrant.…"
exercices-abdominaux,Flexions des obliques au banc à lombaire à 45°,"Les flexions latérales du buste (45 side bend) permettent de cibler vos obliques externes. Cet exercice s’effectue de préférence sur un banc à lombaire à 45°, un appareil conçu à…"
exercices-abdominaux,Planche latérale,"L’exercice de la planche latérale (en anglais side plank) est un excellent exercice qui fait travailler l’ensemble de la sangle abdominale, mais principalement les muscles obliques.Les muscles de vos épaules,…"
exercices-abdominaux,Mountain climber,"Le mountain climber est un excellent exercice pour améliorer le gainage, l’endurance cardiovasculaire et l’agilité. Cet exercice ciblant principalement les muscles de la sangle abdominale permet de solliciter plusieurs groupes…"
exercices-abdominaux,Rotations du buste avec barre,"Les rotations de buste avec barre ciblent les obliques, c’est-à-dire les muscles abdominaux situés sur les côtés du buste.L’efficacité de cet exercice dépend de la façon dont vous maintenez une…"
exercices-abdominaux,Crunch sur swiss ball,"Les crunchs sont un excellent moyen de renforcer les abdominaux. Effectués correctement, ils permettent de tonifier, d’aplatir et de fortifier les abdominaux.Au-delà du fameux « six pack », les abdominaux contribuent également…"
exercices-abdominaux,Rotations des abdominaux suspendu,Les rotations des abdominaux suspendu sont une variante du relevé de jambes qui permet de maximiser le travail des obliques. C’est un excellent mouvement qui permet d’effectuer un gainage dynamique…
exercices-abdominaux,Sit-up avec médecine ball contre un mur,"Le sit-up avec médecine ball contre un mur, (en anglais wall ball sit-ups) est un excellent exercice popularisé par le CrossFit, qui vous permettra d’intensifier l’entraînement de vos abdominaux. Vous…"
exercices-abdominaux,Crunch à la machine,Le crunch à la machine est un exercice d’isolation qui permet de travailler les abdominaux avec une charge définie. Cet exercice est donc intéressant pour travailler avec une charge additionnelle…
exercices-abdominaux,Dragon flag,Le dragon flag (en français drapeau du dragon) est un exercice de musculation qui a été rendu célèbre grâce au maître d’arts martiaux Bruce Lee. C’est l’un des mouvements de…
exercices-abdominaux,Flexions latérales avec haltère,Les flexions latérales avec haltère sont un excellent exercice pour cibler les muscles obliques. Le renforcement des muscles de la taille est crucial pour la pratique d’activités physiques nécessitant une…
exercices-abdominaux,AB Coaster,"Si vous voulez muscler vos abdos, essayez l’Ab Coaster, un appareil révolutionnaire pour les abdominaux. Cet appareil est parfait pour les personnes qui souhaitent travailler les muscles abdominaux, mais qui…"
exercices-abdominaux,Crunch debout avec élastique,"De nombreux sportifs considèrent le crunch à la poulie comme l’un des meilleurs exercices pour développer des abdos en six-pack. En effet, les crunchs à la poulie vous permettent d’effectuer…"
exercices-abdominaux,Crunch à la poulie pour les obliques,Le crunch à la poulie pour les obliques (en anglais kneeling cable oblique crunch) est un exercice efficace pour travailler les obliques avec une résistance constante. Il permet de développer…
exercices-abdominaux,Crunch papillon,"Le crunch papillon (en anglais sit-ups) est un excellent exercice pour le renforcement musculaire des abdominaux.Il permet de solliciter le muscle transverse de l’abdomen, le droit de l’abdomen, le grand…"
exercices-abdominaux,Crunch bicyclette,"Le crunch bicyclette (en anglais air bike) est une variante avancée du crunch. Cet exercice permet de cibler les abdominaux (droit de l’abdomen), les muscles obliques, mais aussi les muscles…"
exercices-abdominaux,Jackknife sur swiss ball,Le jackknife sur swiss ball (en anglais stability ball jackknife) est un exercice d’isolation qui permet de se muscler et de gagner en force au niveau des abdominaux et des…
exercices-abdominaux,Crunch avec sangles de suspension,Le crunch avec sangle de suspension TRX est un exercice qui permet de faire travailler les muscles abdominaux à l’aide de sangles de suspension et de votre propre poids de…
exercices-abdominaux,Rotations russes,"Les rotations russes (en anglais russian twist) sont un exercice très efficace qui cible les muscles obliques externes et internes, qui assurent les rotations du buste et les flexions latérales.…"
exercices-abdominaux,Cocon,"Le cocon est un excellent exercice de musculation des abdominaux que vous pouvez faire en utilisant le poids de votre corps.Cet exercice peut sembler être complexe, mais soyez rassuré, il…"
exercices-abdominaux,Hollow hold,"Lorsque la plupart des gens pensent à l’entraînement des abdominaux, ils ont tendance à se concentrer sur les avantages esthétiques d’un ventre plat et fort. Après tout, de nombreux pratiquants…"
exercices-abdominaux,Planche de l’ours,"Nous connaissons tous l’exercice de la planche. Avec le regain de popularité que connaît cet exercice, de nombreuses variantes ont vu le jour. De la planche latérale à la planche…"
exercices-abdominaux,Windmill,Le windmill (en français moulin à vent) est un mouvement unique qui permet de renforcer plusieurs muscles et de gagner en stabilité et en souplesse.Le windmill améliore la santé des…
exercices-abdominaux,Planche sur Swiss ball,"Vous pouvez dire ce que vous voulez sur les abdominaux, mais les planches sont considérées comme l’un des meilleurs exercices de renforcement de la ceinture abdominale. Et la simple utilisation…"
exercices-abdominaux,Rotations du buste avec landmine,"Les rotations du buste avec landmine (en anglais Landmine Twist) sont un exercice extrêmement polyvalent et efficace pour développer une force fonctionnelle de la sangle abdominale.Cet exercice cible les obliques,…"
exercices-abdominaux,Rotation du buste debout à la poulie,L’exercice de rotation des obliques à la poulie est un exercice dynamique qui isole les muscles abdominaux en mettant l’accent sur les muscles obliques et les fléchisseurs de la hanche.…
exercices-abdominaux,Flexions latérales à la poulie basse,Les flexions latérales à la poulie basse sont simplement une variante de la flexion latérale généralement effectuée avec haltères. Cet exercice est couramment utilisé pour développer les muscles obliques de…
exercices-abdominaux,Touche talon alternés,Les touches talons alternés (en anglais heel touches) sont un excellent exercice pour cibler les muscles obliques. Les touchés de chevilles font également travailler le muscle droit de l’abdomen et…
exercices-abdominaux,Sits-up à la chaise romaine,"Les sits-up (en français redressement) à la chaise romaine sont un mouvement qui permet de cibler les iliopsoas. Si aucune flexion de la taille n’a lieu, le muscle droit de…"
exercices-abdominaux,Planche inversée,"La planche inversée est une excellente alternative à la planche classique. Elle cible principalement les fessiers, les abdominaux, tout en renforçant les muscles de la chaîne postérieure, les bras et…"
exercices-abdominaux,Russian twists à la poulie sur Swiss ball,Cette variante des russian twists (en français rotations russes) sera la pièce maîtresse de votre programme d’entraînement pour muscler vos abdominaux !Les rotations russes à la poulie (sur un Swiss…
exercices-abdominaux,Relevé de jambes assis,"Le relevé de jambes assis (en anglais seated leg raise) est un exercice de flexion de la hanche, qui cible les iliopsoas (fléchisseurs de la hanche). Les muscles abdominaux agissent…"
exercices-abdominaux,Ciseaux,"Les ciseaux (en anglais scissor kick) sont un exercice efficace pour travailler les abdominaux, en particulier le bas des abdos. Il fait également travailler les fléchisseurs de la hanche et…"
exercices-abdominaux,Dead bug,"Avoir des abdos durs comme la pierre est l’objectif de nombreux programmes de musculation. Cependant, pour obtenir des abdominaux dignes de ce nom, il ne suffit pas de faire d’interminables…"
exercices-abdominaux,Cercles jambes tendues,L’exercice des cercles jambes tendues est un exercice de gainage dynamique pour les abdominaux et les obliques. Les muscles des jambes sont également sollicités ainsi que les muscles psoas-iliaques. L’avantage…
exercices-abdominaux,Bear plank avec kickback,La bear plank avec kickback (en français planche de l’ours avec coup de pied) est un exercice très complet. Les deux principaux groupes musculaires sollicités sont les abdominaux et les…
exercices-abdominaux,Planche avec sangles de suspension,Cette variante de la planche au sol vous permet de challenger votre équilibre et votre gainage abdominal. Cet exercice permet de travailler les abdominaux mais aussi les muscles de l’avant…
exercices-abdominaux,Planche latérale avec rotation,Vous voulez renforcer vos abdominaux ? Alors vous devriez ajouter cette variante de la planche latérale à votre programme d’entraînement.L’exercice de la planche latérale avec rotation (en anglais side plank…
exercices-abdominaux,Crunch avec jambes verticales,"Le crunch avec jambes verticales (en anglais vertical leg crunch) est un excellent exercice de renforcement des muscles abdominaux. Il est similaire au crunch classique, sauf que les jambes sont…"
exercices-abdominaux,Rotation du buste avec élastique,Les exercices de rotation du buste font principalement travailler les muscles obliques. Ils sont néanmoins très efficaces pour travailler l’ensemble de la sangle abdominale. Comment faire les rotations du buste…
exercices-abdominaux,Roulage avec une barre,"L’exercice d’abdominaux roulés avec une barre est un excellent exercice qui fait travailler l’ensemble de la zone abdominale, y compris les muscles obliques et la zone des muscles dentelés.Il fait…"
exercices-abdominaux,Zercher carry,Le Zercher carry est une variante de la marche du fermier (en anglais farmers carry). C’est un exercice de musculation (ou plutôt un exercice de strongman) qui permet de travailler…
exercices-fessiers,Hack squat assis,"Le hack squat assis (appelé en anglais « Linear Hack Squat ») est une variante très particulière du squat (flexion de jambes), effectuée sur une machine Hammer Strength conçue spécifiquement pour cela.…"
exercices-fessiers,Presse à cuisse sur le côté,La presse à cuisse sur le côté (en anglais « Single Leg Side Press ») est une variante spécifique de l’exercice traditionnel du leg press qui se concentre sur le travail unilatéral…
exercices-fessiers,Fentes croisées,Les fentes croisées (en anglais Curtsy Lunge) sont un exercice de renforcement musculaire qui cible principalement les muscles des jambes. Cet exercice est particulièrement efficace pour travailler les fessiers et…
exercices-fessiers,Hip thrust à la machine,"Si vous cherchez un bon exercice pour travailler vos fessiers et le haut de vos jambes, le hip thrust est idéal pour votre programme d’entraînement. Bien que vous puissiez effectuer…"
exercices-fessiers,Squat,"C'est le roi de tous les exercices ! Le squat : 256 muscles sollicités en un seul mouvement. Que vous soyez bodybuilders, powerlifters ou sportifs, il est essentiel. Apprenez la technique parfaite et évitez les erreurs courantes. Ne manquez pas notre article pour booster vos performances !"
exercices-fessiers,Soulevé de terre roumain,"Le soulevé de terre roumain (RDL de l’anglais Romanian Deadlift) est un exercice populaire et efficace pour la chaîne postérieure. Les bodybuilders l’utilisent pour renforcer leurs fessiers et leurs ischio-jambiers,…"
exercices-fessiers,Good morning,"L’exercice good morning est un exercice efficace pour cibler les fessiers et les muscles ischio-jambiers.Il permet également de solliciter les muscles abdominaux, qui doivent rester contractés pour soutenir le bas…"
exercices-fessiers,Pull through à la poulie,"Quelle que soit la façon dont on considère les choses, des fessiers puissants sont à la base de tous les mouvements de musculation. Vous en avez besoin pour les grands…"
exercices-fessiers,Montées sur banc,"Les montées sur banc (dumbbell step up) sont un excellent exercice polyvalent pour le bas du corps.Ce mouvement permet de travailler les muscles fessiers, quadriceps et les mollets.Il est adapté…"
exercices-fessiers,Extension de la hanche à la poulie basse,"Bien que les squats et les fentes soient les exercices préférés pour développer des fesses bien fermes, ils ne sont pas les seuls exercices disponibles pour y arriver. Bien sûr,…"
exercices-fessiers,Hyperextension inversée au Swiss ball,Les hyperextensions inversées au Swiss ball sont un excellent exercice pour renforcer la chaîne postérieure. Elles permettent de solliciter principalement les fessiers et de renforcer les ischio-jambiers et les muscles…
exercices-fessiers,Reverse hyperextension,Le reverse hyperextension (en français hyperextension inversée) à la machine est un exercice d’isolation qui permet de travailler les fessiers (grand fessier) tout en sollicitant également les ischio-jambiers et le…
exercices-fessiers,Soulevé de terre roumain à la landmine,"Le soulevé de terre roumain à la mine terrestre, est une variante du soulevé de terre roumain. C’est un exercice qui cible principalement les muscles des ischio-jambiers et des fessiers.Le…"
exercices-fessiers,Donkey kick,"Pour obtenir un corps en meilleure santé, beaucoup de personnes se tournent vers des exercices et des programmes d’entraînement intensifs. Bien que des méthodes d’entraînement sophistiquées aient leur place, si…"
exercices-fessiers,Fire hydrant,"De nos jours, sous l’influence de nombreuses célébrités des réseaux sociaux, les fesses sont devenues le groupe musculaire à la mode. Tout le monde, hommes et femmes, veut avoir des…"
exercices-fessiers,Rack Pull,Le rack pull est un exercice de levée de barre très efficace qui consiste à soulever et à bloquer une charge lourde à partir d’une position haute sur un rack…
exercices-fessiers,Good morning avec élastique,"Si vous êtes coincé à la maison ou si vous voyagez souvent, vous êtes peut-être à la recherche d’un nouvel exercice pour pimenter vos séances d’entraînement. De nombreux exercices à…"
exercices-fessiers,Soulevé de terre,Le soulevé de terre (en anglais deadlift) est un exercice extrêmement populaire et un véritable test de la force globale du corps. Il est populaire auprès de nombreux pratiquants de…
exercices-fessiers,Kettlebell swing,"Le kettlebell swing (en français balancement de kettlebell) est un exercice complet qui fait principalement travailler les muscles de la chaîne postérieure, en mettant l’accent sur les fessiers et les…"
exercices-fessiers,Squat barre devant,"Le squat avant (front squat clean grip) est une variante du squat et un exercice utilisé pour travailler les muscles des jambes, et en particulier les muscles quadriceps.Le mouvement du…"
exercices-fessiers,Soulevé de terre roumain avec kettlebell,Le soulevé de terre roumain avec kettlebell est une variante du soulevé de terre roumain. C’est un exercice qui permet de développer les muscles des ischio-jambiers.Cet exercice doit être effectué…
exercices-fessiers,Hip thrust unilatéral,Le hip thrust unilatéral est une variante du hip thrust. C’est un exercice utilisé pour cibler les muscles fessiers. Les fessiers sont un groupe de trois muscles qui constituent les…
exercices-fessiers,Presse à cuisses verticale,"La presse à cuisses verticale est un exercice qui permet de travailler les quadriceps, les ischio-jambiers, les fessiers et les mollets. Elle permet de solliciter plus particulièrement les muscles fessiers…"
exercices-fessiers,Squat sauté,"L’exercice de squat avec saut (en anglais jump squat) est un excellent exercice pour les jambes (quadriceps et fessiers), qui permet de solliciter le bas du corps tout en réalisant…"
exercices-fessiers,Squat sumo à la landmine,Le sumo squat est une variante du squat qui consiste à s’accroupir avec les pieds plus écartés que la normale (généralement deux fois plus écartés que la largeur des épaules).Bien…
exercices-fessiers,Hack squat,"Le hack squat est un exercice de musculation ciblant principalement les quadriceps, les ischio-jambiers et les fessiers. Il s’agit d’une variante de la squat classique, réalisée sur une machine dédiée…"
exercices-fessiers,Hip thrust à la smith machine,Le hip thrust à la Smith Machine est considéré par beaucoup comme le roi de tous les exercices de renforcement des fessiers. Cet exercice est l’un des plus efficaces et…
exercices-fessiers,Pin squat,"Le pin squat est une variante qui consiste à ralentir le mouvement de flexion, et de décomposer les parties excentriques et concentriques du squat en utilisant les reposes barre.Le pin…"
exercices-fessiers,Bird dog,"Le bird dog n’a pas l’air d’un exercice courant, mais ne vous y trompez pas, il s’agit en fait d’un mouvement efficace et souvent utilisé pour développer la stabilité, renforcer…"
exercices-fessiers,Hip thrusts à genoux avec élastique,"Le hip thrust à genoux avec élastique peut sembler différent du hip thrust classique en position couchée, mais la biomécanique est presque la même, notamment l’activation des fessiers. Vous pouvez…"
exercices-fessiers,Hip thrust,"Les hip thrusts, ou poussées de hanches, sont un exercice de renforcement musculaire ciblant principalement les fessiers. Cet exercice simple permet de solliciter intensément les muscles fessiers, les rendant plus…"
exercices-fessiers,Planche inversée,"La planche inversée est une excellente alternative à la planche classique. Elle cible principalement les fessiers, les abdominaux, tout en renforçant les muscles de la chaîne postérieure, les bras et…"
exercices-fessiers,Pull through avec élastique,"Le pull through est un excellent exercice pour les fessiers, et c’est l’un des meilleurs à faire pour se préparer avant de faire du squat ou du soulevé de terre.…"
exercices-fessiers,Extension lombaire au banc à 45°,Un buste fort ne dépend pas seulement des abdominaux. Les muscles du bas du dos sont également importants. Ces muscles stabilisent la colonne vertébrale et contribuent à une bonne posture.…
exercices-fessiers,Soulevé de terre avec élastique,Le soulevé de terre avec bande élastique (en anglais band deadlift) est un exercice de renforcement musculaire très efficace qui permet de travailler de nombreux groupes musculaires simultanément. Il contribue…
exercices-fessiers,Montées sur banc latérales avec barre,"Les montées sur banc latérales avec barre (en anglais barbell lateral step-up) sont un exercice de musculation efficace pour développer la force, la coordination et la stabilité des jambes et…"
exercices-fessiers,Marche avec élastique,"La marche avec élastique en diagonale (en anglais diagonal band walk ou Monster Walk) est un exercice destiné à renforcer et à développer les fessiers, et plus particulièrement le moyen…"
exercices-fessiers,Hack squat inversé,"Le hack squat inversé (en anglais reverse hack squat) est un exercice qui est devenu populaire auprès de nombreux amateurs de fitness ces dernières années. Il cible les quadriceps, les…"
exercices-fessiers,Squat goblet avec kettlebell,Le squat goblet avec kettlebell (aussi appelé girya) une variante du squat goblet. C’est un exercice qui permet de renforcer les muscles des jambes.Cet exercice vous permet de muscler les…
exercices-fessiers,Zercher Squat,"Le Zercher Squat est un exercice composé qui sollicite les quadriceps, les ischio-jambiers et les fessiers. C’est une excellente alternative pour ceux qui ont des difficultés avec le squat arrière…"
